dataset,source_table,source_itemid,source_valueid,source_unitid,source_ordercategoryid,source_label,source_value,source_unit,source_token,row_count,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
AmsterdamUMCdb,listitems,17010,9,,,APACHEIV Post-operative genitourinary,"Genitourinary surgery, other",,MEASUREMENT_CATEGORICAL//17010//9,67,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_POST_OPERATIVE_GENITOURINARY//GENITOURINARY_SURGERY_OTHER,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_POST_OPERATIVE_GENITOURINARY//GENITOURINARY_SURGERY_OTHER,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18612,12,,,SEC_Apache II Operatief Cardiovasculair,Perifeer vasculair,,MEASUREMENT_CATEGORICAL//18612//12,67,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//SEC_APACHE_II_OPERATIEF_CARDIOVASCULAIR//PERIFEER_VASCULAIR,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//SEC_APACHE_II_OPERATIEF_CARDIOVASCULAIR//PERIFEER_VASCULAIR,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,192,,,NICE APACHEIV diagnosen,Non-operative trauma - Chest/extremity trauma,,MEASUREMENT_CATEGORICAL//18671//192,67,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_TRAUMA_CHEST_EXTREMITY_TRAUMA,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_TRAUMA_CHEST_EXTREMITY_TRAUMA,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,19636,9,,,M_EMV_NICE_24uur,Decortatie reflex (abnormaal buigen),,MEASUREMENT_CATEGORICAL//19636//9,67,OMOP_CONCEPT//LOINC//3008223,dynamic_event/score_component,True,,LOINC,3008223.0,9268-4,3008223,AMSTEL,source_code,high
AmsterdamUMCdb,listitems,10472,19,,,Ontslagbestemming,VU afdeling VCCH,,MEASUREMENT_CATEGORICAL//10472//19,66,SNOMED//44810687,outcome_metadata,False,,SNOMED,44810687.0,888671000000103,44810687,AMSTEL,source_code,high
AmsterdamUMCdb,listitems,12511,2,,,Thoraxdrain5 Transport,+,,MEASUREMENT_CATEGORICAL//12511//2,66,OMOP_CONCEPT//LOINC//45884084,dynamic_event,True,,LOINC,45884084,LA6576-8,Positive,AMSTEL,itemid_valueid,high
AmsterdamUMCdb,listitems,14483,1,,,RA_Tijdsframe_Begintijd,Waarden zoeken vanaf de eerste waargenomen hartslag op IC,,MEASUREMENT_CATEGORICAL//14483//1,66,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,unmapped
AmsterdamUMCdb,listitems,17014,15,,,APACHEIV Post-operative neurologic,Laminectomy/spinal cord decompression (excluding malignancies),,MEASUREMENT_CATEGORICAL//17014//15,66,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_POST_OPERATIVE_NEUROLOGIC//LAMINECTOMY_SPINAL_CORD_DECOMPRESSION_EXCLUDING_MALIGNANCIES,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_POST_OPERATIVE_NEUROLOGIC//LAMINECTOMY_SPINAL_CORD_DECOMPRESSION_EXCLUDING_MALIGNANCIES,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,17014,17,,,APACHEIV Post-operative neurologic,Neoplasm-spinal cord surgery or other related procedures,,MEASUREMENT_CATEGORICAL//17014//17,66,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_POST_OPERATIVE_NEUROLOGIC//NEOPLASM_SPINAL_CORD_SURGERY_OR_OTHER_RELATED_PROCEDURES,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_POST_OPERATIVE_NEUROLOGIC//NEOPLASM_SPINAL_CORD_SURGERY_OR_OTHER_RELATED_PROCEDURES,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18596,3,,,Apache II Operatief  Gastr-intenstinaal,Gastro-intestinale bloeding,,MEASUREMENT_CATEGORICAL//18596//3,66,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_II_OPERATIEF_GASTR_INTENSTINAAL//GASTRO_INTESTINALE_BLOEDING,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_II_OPERATIEF_GASTR_INTENSTINAAL//GASTRO_INTESTINALE_BLOEDING,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,272,,,NICE APACHEIV diagnosen,"Post-operative cardiovascular - Sepsis, other",,MEASUREMENT_CATEGORICAL//18671//272,66,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_CARDIOVASCULAR_SEPSIS_OTHER,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_CARDIOVASCULAR_SEPSIS_OTHER,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,19724,3,,,ICARUS Pericardeffusie,Niet te beoordelen,,MEASUREMENT_CATEGORICAL//19724//3,66,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,unmapped
AmsterdamUMCdb,listitems,10472,16,,,Ontslagbestemming,VU afdeling MICV,,MEASUREMENT_CATEGORICAL//10472//16,65,SNOMED//44810687,outcome_metadata,False,,SNOMED,44810687.0,888671000000103,44810687,AMSTEL,source_code,high
AmsterdamUMCdb,listitems,12129,1,,,PatiëntInfoRelatie,Echtgenoot,,MEASUREMENT_CATEGORICAL//12129//1,65,LOINC//3046359,metadata_only,False,,LOINC,3046359.0,44767-2,3046359,AMSTEL,source_code,high
AmsterdamUMCdb,listitems,16665,14,,,DMC_Subgroep_Algemene chirurgie,Transplantatie chirurgie,,MEASUREMENT_CATEGORICAL//16665//14,65,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_SUBGROEP_ALGEMENE_CHIRURGIE//TRANSPLANTATIE_CHIRURGIE,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_SUBGROEP_ALGEMENE_CHIRURGIE//TRANSPLANTATIE_CHIRURGIE,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,16998,2,,,APACHE IV Non-operative cardiovascular,"Aneurysm, dissecting aortic",,MEASUREMENT_CATEGORICAL//16998//2,65,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//ANEURYSM_DISSECTING_AORTIC,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//ANEURYSM_DISSECTING_AORTIC,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,16998,31,,,APACHE IV Non-operative cardiovascular,"Rhythm disturbance (atrial, supraventricular)",,MEASUREMENT_CATEGORICAL//16998//31,65,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//RHYTHM_DISTURBANCE_ATRIAL_SUPRAVENTRICULAR,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//RHYTHM_DISTURBANCE_ATRIAL_SUPRAVENTRICULAR,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,19235,2,,,Fysio BBS zit,Is in staat om 2 minuten onder supervisie (hulp) te blijven zitten,,MEASUREMENT_CATEGORICAL//19235//2,65,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,unmapped
AmsterdamUMCdb,listitems,8733,17,,,Wonddrain4 Plaats,Rug,,MEASUREMENT_CATEGORICAL//8733//17,65,SNOMED//4085985,metadata_only,False,,SNOMED,4085985.0,246287001,4085985,AMSTEL,source_code,high
AmsterdamUMCdb,listitems,13134,7,,,D_Interne Geneeskunde_Pulmonaal,Na respiratoir arrest,,MEASUREMENT_CATEGORICAL//13134//7,64,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//D_INTERNE_GENEESKUNDE_PULMONAAL//NA_RESPIRATOIR_ARREST,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//D_INTERNE_GENEESKUNDE_PULMONAAL//NA_RESPIRATOIR_ARREST,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,16998,33,,,APACHE IV Non-operative cardiovascular,Rhythm disturbance (ventricular),,MEASUREMENT_CATEGORICAL//16998//33,64,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//RHYTHM_DISTURBANCE_VENTRICULAR,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//RHYTHM_DISTURBANCE_VENTRICULAR,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,428,,,NICE APACHEIV diagnosen,"Post-operative trauma - Chest/spinal trauma, surgery for",,MEASUREMENT_CATEGORICAL//18671//428,64,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_TRAUMA_CHEST_SPINAL_TRAUMA_SURGERY_FOR,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_TRAUMA_CHEST_SPINAL_TRAUMA_SURGERY_FOR,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,46,,,NICE APACHEIV diagnosen,"Non-operative cardiovascular - Vascular medical, other",,MEASUREMENT_CATEGORICAL//18671//46,64,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_CARDIOVASCULAR_VASCULAR_MEDICAL_OTHER,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_CARDIOVASCULAR_VASCULAR_MEDICAL_OTHER,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,71,,,NICE APACHEIV diagnosen,"Non-operative genitourinary - Genitourinary medical, other",,MEASUREMENT_CATEGORICAL//18671//71,64,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_GENITOURINARY_GENITOURINARY_MEDICAL_OTHER,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_GENITOURINARY_GENITOURINARY_MEDICAL_OTHER,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,20349,2,,,CAM-ICU ongeorganiseerd denken opdrachten,Goed,,MEASUREMENT_CATEGORICAL//20349//2,64,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,unmapped
AmsterdamUMCdb,listitems,12110,4,,,Contactpersoon 2 Relatie,Vader,,MEASUREMENT_CATEGORICAL//12110//4,63,LOINC//36203284,metadata_only,False,,LOINC,36203284.0,85432-3,36203284,AMSTEL,source_code,high
AmsterdamUMCdb,listitems,12625,3,,,Tube route,Nasaal-re,,MEASUREMENT_CATEGORICAL//12625//3,63,SNOMED//4097216,metadata_only,False,,SNOMED,4097216.0,26412008,4097216,AMSTEL,source_code,high
AmsterdamUMCdb,listitems,16650,15,,,DMC_Algemene chirurgie_Vaatchirurgie,EVAR,,MEASUREMENT_CATEGORICAL//16650//15,63,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_ALGEMENE_CHIRURGIE_VAATCHIRURGIE//EVAR,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_ALGEMENE_CHIRURGIE_VAATCHIRURGIE//EVAR,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,16650,18,,,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose anders,,MEASUREMENT_CATEGORICAL//16650//18,63,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_ALGEMENE_CHIRURGIE_VAATCHIRURGIE//DIAGNOSE_ANDERS,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_ALGEMENE_CHIRURGIE_VAATCHIRURGIE//DIAGNOSE_ANDERS,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,17004,24,,,APACHEIV Non-operative neurologic,"Overdose, street drugs (opiates, cocaine, amphetamine)",,MEASUREMENT_CATEGORICAL//17004//24,63,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_NON_OPERATIVE_NEUROLOGIC//OVERDOSE_STREET_DRUGS_OPIATES_COCAINE_AMPHETAMINE,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_NON_OPERATIVE_NEUROLOGIC//OVERDOSE_STREET_DRUGS_OPIATES_COCAINE_AMPHETAMINE,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,126,,,NICE APACHEIV diagnosen,"Non-operative neurologic - Hematoma, epidural",,MEASUREMENT_CATEGORICAL//18671//126,63,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_NEUROLOGIC_HEMATOMA_EPIDURAL,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_NEUROLOGIC_HEMATOMA_EPIDURAL,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,20,,,NICE APACHEIV diagnosen,Non-operative cardiovascular - Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma),,MEASUREMENT_CATEGORICAL//18671//20,63,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_CARDIOVASCULAR_HEMORRHAGE_FOR_GASTROINTESTINAL_BLEEDING_SEE_GI_SYSTEM_TRAUMA_SEE_TRAUMA,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_CARDIOVASCULAR_HEMORRHAGE_FOR_GASTROINTESTINAL_BLEEDING_SEE_GI_SYSTEM_TRAUMA_SEE_TRAUMA,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,369,,,NICE APACHEIV diagnosen,Post-operative neurologic - Devices for spine fracture/dislocation,,MEASUREMENT_CATEGORICAL//18671//369,63,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_NEUROLOGIC_DEVICES_FOR_SPINE_FRACTURE_DISLOCATION,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_NEUROLOGIC_DEVICES_FOR_SPINE_FRACTURE_DISLOCATION,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,13131,3,,,D_Neurologie_Vasculair neurologisch,Subduraal haematoom,,MEASUREMENT_CATEGORICAL//13131//3,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//D_NEUROLOGIE_VASCULAIR_NEUROLOGISCH//SUBDURAAL_HAEMATOOM,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//D_NEUROLOGIE_VASCULAIR_NEUROLOGISCH//SUBDURAAL_HAEMATOOM,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,16643,20,,,DMC_Algemene chirurgie_Buikchirurgie,Diagnose anders,,MEASUREMENT_CATEGORICAL//16643//20,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_ALGEMENE_CHIRURGIE_BUIKCHIRURGIE//DIAGNOSE_ANDERS,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_ALGEMENE_CHIRURGIE_BUIKCHIRURGIE//DIAGNOSE_ANDERS,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,17005,9,,,APACHEIV Non-operative respiratory,"Effusions, pleural",,MEASUREMENT_CATEGORICAL//17005//9,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_NON_OPERATIVE_RESPIRATORY//EFFUSIONS_PLEURAL,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHEIV_NON_OPERATIVE_RESPIRATORY//EFFUSIONS_PLEURAL,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18589,4,,,Apache II Non-Operatief Cardiovasculair,Thoracaal of abdominaal aneurysma,,MEASUREMENT_CATEGORICAL//18589//4,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_II_NON_OPERATIEF_CARDIOVASCULAIR//THORACAAL_OF_ABDOMINAAL_ANEURYSMA,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_II_NON_OPERATIEF_CARDIOVASCULAIR//THORACAAL_OF_ABDOMINAAL_ANEURYSMA,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18615,7,,,SEC_Apache II Operatief Neurologisch,Craniotomie voor neoplasma,,MEASUREMENT_CATEGORICAL//18615//7,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//SEC_APACHE_II_OPERATIEF_NEUROLOGISCH//CRANIOTOMIE_VOOR_NEOPLASMA,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//SEC_APACHE_II_OPERATIEF_NEUROLOGISCH//CRANIOTOMIE_VOOR_NEOPLASMA,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18670,66,,,NICE SEC APACHEII diagnosen,Operatief Gastro-Intestinaal - Gastro-intestinaal,,MEASUREMENT_CATEGORICAL//18670//66,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_SEC_APACHEII_DIAGNOSEN//OPERATIEF_GASTRO_INTESTINAAL_GASTRO_INTESTINAAL,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_SEC_APACHEII_DIAGNOSEN//OPERATIEF_GASTRO_INTESTINAAL_GASTRO_INTESTINAAL,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18670,80,,,NICE SEC APACHEII diagnosen,Operatief Respiratoir - Respiratoir,,MEASUREMENT_CATEGORICAL//18670//80,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_SEC_APACHEII_DIAGNOSEN//OPERATIEF_RESPIRATOIR_RESPIRATOIR,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_SEC_APACHEII_DIAGNOSEN//OPERATIEF_RESPIRATOIR_RESPIRATOIR,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,228,,,NICE APACHEIV diagnosen,"Post-operative cardiovascular - Aneurysm, thoracic aortic; with rupture",,MEASUREMENT_CATEGORICAL//18671//228,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_CARDIOVASCULAR_ANEURYSM_THORACIC_AORTIC_WITH_RUPTURE,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_CARDIOVASCULAR_ANEURYSM_THORACIC_AORTIC_WITH_RUPTURE,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,66,,,NICE APACHEIV diagnosen,"Non-operative Gastro-intestinal - Hepatic failure, acute",,MEASUREMENT_CATEGORICAL//18671//66,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_GASTRO_INTESTINAL_HEPATIC_FAILURE_ACUTE,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_GASTRO_INTESTINAL_HEPATIC_FAILURE_ACUTE,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18673,487,,,NICE SEC APACHEIV diagnosen,"Non-operative cardiovascular - Sepsis, GI",,MEASUREMENT_CATEGORICAL//18673//487,62,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_SEC_APACHEIV_DIAGNOSEN//NON_OPERATIVE_CARDIOVASCULAR_SEPSIS_GI,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_SEC_APACHEIV_DIAGNOSEN//NON_OPERATIVE_CARDIOVASCULAR_SEPSIS_GI,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,19995,2,,,Donatie Geschiktheid als weefseldonor,"Nee, omdat: Leeftijd>86 jaar",,MEASUREMENT_CATEGORICAL//19995//2,62,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,unmapped
AmsterdamUMCdb,listitems,20011,8,,,Donatie toestemming,"Nee, omdat: Geen toestemming nabestaanden",,MEASUREMENT_CATEGORICAL//20011//8,62,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,unmapped
AmsterdamUMCdb,listitems,16662,9,,,DMC_Neurochirurgie_Overige,Neurochirurgisch Trauma,,MEASUREMENT_CATEGORICAL//16662//9,61,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_NEUROCHIRURGIE_OVERIGE//NEUROCHIRURGISCH_TRAUMA,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//DMC_NEUROCHIRURGIE_OVERIGE//NEUROCHIRURGISCH_TRAUMA,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,16998,40,,,APACHE IV Non-operative cardiovascular,"Sepsis, unknown",,MEASUREMENT_CATEGORICAL//16998//40,61,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//SEPSIS_UNKNOWN,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//SEPSIS_UNKNOWN,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,17019,81,,,SEC_APACHE IV Non-operative cardiovascular,"Sepsis, GI",,MEASUREMENT_CATEGORICAL//17019//81,61,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//SEC_APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//SEPSIS_GI,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//SEC_APACHE_IV_NON_OPERATIVE_CARDIOVASCULAR//SEPSIS_GI,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18615,6,,,SEC_Apache II Operatief Neurologisch,Neurologisch,,MEASUREMENT_CATEGORICAL//18615//6,61,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//SEC_APACHE_II_OPERATIEF_NEUROLOGISCH//NEUROLOGISCH,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//SEC_APACHE_II_OPERATIEF_NEUROLOGISCH//NEUROLOGISCH,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18669,54,,,NICE APACHEII diagnosen,Non-operatief Respiratoir - Na respiratoir arrest,,MEASUREMENT_CATEGORICAL//18669//54,61,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEII_DIAGNOSEN//NON_OPERATIEF_RESPIRATOIR_NA_RESPIRATOIR_ARREST,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEII_DIAGNOSEN//NON_OPERATIEF_RESPIRATOIR_NA_RESPIRATOIR_ARREST,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,139,,,NICE APACHEIV diagnosen,"Non-operative neurologic - Overdose, other toxin, poison or drug",,MEASUREMENT_CATEGORICAL//18671//139,61,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_NEUROLOGIC_OVERDOSE_OTHER_TOXIN_POISON_OR_DRUG,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//NON_OPERATIVE_NEUROLOGIC_OVERDOSE_OTHER_TOXIN_POISON_OR_DRUG,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,238,,,NICE APACHEIV diagnosen,Post-operative cardiovascular - CABG with double valve repair/replacement,,MEASUREMENT_CATEGORICAL//18671//238,61,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_CARDIOVASCULAR_CABG_WITH_DOUBLE_VALVE_REPAIR_REPLACEMENT,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_CARDIOVASCULAR_CABG_WITH_DOUBLE_VALVE_REPAIR_REPLACEMENT,v11_value_level_policy,itemid_valueid,high
AmsterdamUMCdb,listitems,18671,368,,,NICE APACHEIV diagnosen,Post-operative neurologic - Cranioplasty and complications from previous craniotomies,,MEASUREMENT_CATEGORICAL//18671//368,61,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_NEUROLOGIC_CRANIOPLASTY_AND_COMPLICATIONS_FROM_PREVIOUS_CRANIOTOMIES,static_context/diagnosis_context,True,,LOCAL,,,CLINICAL_CONTEXT//DIAGNOSIS_CONTEXT//NICE_APACHEIV_DIAGNOSEN//POST_OPERATIVE_NEUROLOGIC_CRANIOPLASTY_AND_COMPLICATIONS_FROM_PREVIOUS_CRANIOTOMIES,v11_value_level_policy,itemid_valueid,high
