source_token,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
MEASUREMENT_CATEGORICAL//17038//44,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18669//26,OMOP//OMOP_CONCEPT//317109,,True,,OMOP_CONCEPT,317109,,Respiratory arrest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18670//71,OMOP//OMOP_CONCEPT//198124,,True,,OMOP_CONCEPT,198124,,Kidney disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//135,OMOP//OMOP_CONCEPT//4048806,,True,,OMOP_CONCEPT,4048806,,Post-anoxic coma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//160,OMOP//OMOP_CONCEPT//439973,,True,,OMOP_CONCEPT,439973,,Nonfatal submersion,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//188,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//217,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//232,OMOP//OMOP_CONCEPT//4012932,,True,,OMOP_CONCEPT,4012932,,Atrioseptoplasty,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//387,OMOP//OMOP_CONCEPT//317109,,True,,OMOP_CONCEPT,317109,,Respiratory arrest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//80,OMOP//OMOP_CONCEPT//439777,,True,,OMOP_CONCEPT,439777,,Anemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//578,OMOP//OMOP_CONCEPT//4176148,,True,,OMOP_CONCEPT,4176148,,Extradural intracranial hematoma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//587,OMOP//OMOP_CONCEPT//4048806,,True,,OMOP_CONCEPT,4048806,,Post-anoxic coma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//592,OMOP//OMOP_CONCEPT//4174619,,True,,OMOP_CONCEPT,4174619,,Sedative overdose,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//593,OMOP//OMOP_CONCEPT//45769428,,True,,OMOP_CONCEPT,45769428,,Illicit drug overdose,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//704,OMOP//OMOP_CONCEPT//3654996,,True,,OMOP_CONCEPT,3654996,,Peripheral arterial disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//706,OMOP//OMOP_CONCEPT//321887,,True,,OMOP_CONCEPT,321887,,Disorder of artery,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//736,OMOP//OMOP_CONCEPT//4198190,,True,,OMOP_CONCEPT,4198190,,Appendectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//738,OMOP//OMOP_CONCEPT//192671,,True,,OMOP_CONCEPT,192671,,Gastrointestinal hemorrhage,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//852,OMOP//OMOP_CONCEPT//4073393,,True,,OMOP_CONCEPT,4073393,,Opening of chest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//876,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//19646//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19803//16,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19846//24,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20098//14,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20121//82,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20121//83,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20140//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20148//14,OMOP//OMOP_CONCEPT//45881739,,True,,OMOP_CONCEPT,45881739,,Restless,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//20542//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20961//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21042//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//8200//6,LOINC//1989388,,True,,LOINC,1989388,,1989388,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//8663//3,LOINC//3024265,,True,,LOINC,3024265,,3024265,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12110//24,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12111//10,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12512//1,OMOP//OMOP_CONCEPT//45878583,,True,,OMOP_CONCEPT,45878583,,Negative,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//12520//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12627//8,LOINC//36305611,,True,,LOINC,36305611,,36305611,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12666//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12670//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//13116//13,OMOP//OMOP_CONCEPT//317576,,True,,OMOP_CONCEPT,317576,,Coronary arteriosclerosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//14427//23,LOINC//3021707,,True,,LOINC,3021707,,3021707,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14427//25,LOINC//3021707,,True,,LOINC,3021707,,3021707,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14562//13,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16059//21,OMOP//OMOP_CONCEPT//4105064,,True,,OMOP_CONCEPT,4105064,,Serous,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16237//7,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16275//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16278//22,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16279//26,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16283//50,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16285//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16295//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16307//63,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16308//67,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16312//9,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16313//78,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16315//72,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16315//73,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16448//10,SNOMED//4052413,,True,,SNOMED,4052413,,4052413,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16643//17,OMOP//OMOP_CONCEPT//192671,,True,,OMOP_CONCEPT,192671,,Gastrointestinal hemorrhage,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16656//7,OMOP//OMOP_CONCEPT//443727,,True,,OMOP_CONCEPT,443727,,Diabetic ketoacidosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16664//12,OMOP//OMOP_CONCEPT//376337,,True,,OMOP_CONCEPT,376337,,Disorder of nervous system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16671//14,OMOP//OMOP_CONCEPT//317576,,True,,OMOP_CONCEPT,317576,,Coronary arteriosclerosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16999//16,OMOP//OMOP_CONCEPT//4129389,,True,,OMOP_CONCEPT,4129389,,Gastrointestinal obstruction,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16999//18,OMOP//OMOP_CONCEPT//4195665,,True,,OMOP_CONCEPT,4195665,,Gastrointestinal tract vascular insufficiency,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17001//7,OMOP//OMOP_CONCEPT//138379,,True,,OMOP_CONCEPT,138379,,"Chronic lymphoid leukemia, disease",AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17004//20,OMOP//OMOP_CONCEPT//4166498,,True,,OMOP_CONCEPT,4166498,,Overdose of analgesic drug,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17008//47,OMOP//OMOP_CONCEPT//4142628,,True,,OMOP_CONCEPT,4142628,,Pericardiectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17009//1,OMOP//OMOP_CONCEPT//4198190,,True,,OMOP_CONCEPT,4198190,,Appendectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17013//7,OMOP//OMOP_CONCEPT//4324765,,True,,OMOP_CONCEPT,4324765,,Arthropathy of knee joint,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17014//8,OMOP//OMOP_CONCEPT//4311112,,True,,OMOP_CONCEPT,4311112,,Decompression of cranial nerve,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17017//12,OMOP//OMOP_CONCEPT//4094683,,True,,OMOP_CONCEPT,4094683,,Chest injury,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17019//54,OMOP//OMOP_CONCEPT//134057,,True,,OMOP_CONCEPT,134057,,Disorder of cardiovascular system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17020//28,OMOP//OMOP_CONCEPT//4338544,,True,,OMOP_CONCEPT,4338544,,Lower gastrointestinal hemorrhage,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17020//45,OMOP//OMOP_CONCEPT//4074815,,True,,OMOP_CONCEPT,4074815,,Inflammatory bowel disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17021//18,OMOP//OMOP_CONCEPT//194406,,True,,OMOP_CONCEPT,194406,,Urinary tract obstruction,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17022//19,OMOP//OMOP_CONCEPT//134305,,True,,OMOP_CONCEPT,134305,,Acute lymphoid leukemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17025//47,OMOP//OMOP_CONCEPT//607208,,True,,OMOP_CONCEPT,607208,,Acute alcohol intoxication,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17026//33,OMOP//OMOP_CONCEPT//4178968,,True,,OMOP_CONCEPT,4178968,,Malignant tumor of larynx,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17028//43,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17029//83,OMOP//OMOP_CONCEPT//317576,,True,,OMOP_CONCEPT,317576,,Coronary arteriosclerosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17030//34,OMOP//OMOP_CONCEPT//4198190,,True,,OMOP_CONCEPT,4198190,,Appendectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17031//31,OMOP//OMOP_CONCEPT//4029571,,True,,OMOP_CONCEPT,4029571,,Bladder excision,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17031//35,OMOP//OMOP_CONCEPT//4040392,,True,,OMOP_CONCEPT,4040392,,Procedure on genitourinary system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17034//11,OMOP//OMOP_CONCEPT//40484119,,True,,OMOP_CONCEPT,40484119,,Necrotizing soft tissue infection,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17035//41,OMOP//OMOP_CONCEPT//4108768,,True,,OMOP_CONCEPT,4108768,,Decompression laminectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18616//4,OMOP//OMOP_CONCEPT//198124,,True,,OMOP_CONCEPT,198124,,Kidney disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//137,OMOP//OMOP_CONCEPT//4166498,,True,,OMOP_CONCEPT,4166498,,Overdose of analgesic drug,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//198,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//267,OMOP//OMOP_CONCEPT//4142628,,True,,OMOP_CONCEPT,4142628,,Pericardiectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//300,OMOP//OMOP_CONCEPT//4090739,,True,,OMOP_CONCEPT,4090739,,Nutritional disorder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//326,OMOP//OMOP_CONCEPT//197230,,True,,OMOP_CONCEPT,197230,,Malignant neoplasm of uterus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//357,OMOP//OMOP_CONCEPT//4324765,,True,,OMOP_CONCEPT,4324765,,Arthropathy of knee joint,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//367,OMOP//OMOP_CONCEPT//4311112,,True,,OMOP_CONCEPT,4311112,,Decompression of cranial nerve,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//4,OMOP//OMOP_CONCEPT//4119942,,True,,OMOP_CONCEPT,4119942,,Stable angina,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//56,OMOP//OMOP_CONCEPT//443387,,True,,OMOP_CONCEPT,443387,,Malignant tumor of stomach,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//460,OMOP//OMOP_CONCEPT//134057,,True,,OMOP_CONCEPT,134057,,Disorder of cardiovascular system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//502,OMOP//OMOP_CONCEPT//4338544,,True,,OMOP_CONCEPT,4338544,,Lower gastrointestinal hemorrhage,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//519,OMOP//OMOP_CONCEPT//4074815,,True,,OMOP_CONCEPT,4074815,,Inflammatory bowel disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//531,OMOP//OMOP_CONCEPT//4313582,,True,,OMOP_CONCEPT,4313582,,Obstructive nephropathy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//597,OMOP//OMOP_CONCEPT//4046365,,True,,OMOP_CONCEPT,4046365,,Subarachnoid hemorrhage due to ruptured aneurysm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//603,OMOP//OMOP_CONCEPT//4178968,,True,,OMOP_CONCEPT,4178968,,Malignant tumor of larynx,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//643,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//644,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//692,OMOP//OMOP_CONCEPT//317576,,True,,OMOP_CONCEPT,317576,,Coronary arteriosclerosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//745,OMOP//OMOP_CONCEPT//4040299,,True,,OMOP_CONCEPT,4040299,,Operation on stomach,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//770,OMOP//OMOP_CONCEPT//37167887,,True,,OMOP_CONCEPT,37167887,,Maternal disorder during pregnancy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//773,OMOP//OMOP_CONCEPT//197508,,True,,OMOP_CONCEPT,197508,,Malignant tumor of urinary bladder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//777,OMOP//OMOP_CONCEPT//4040392,,True,,OMOP_CONCEPT,4040392,,Procedure on genitourinary system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//792,OMOP//OMOP_CONCEPT//4116087,,True,,OMOP_CONCEPT,4116087,,Carcinoma of prostate,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//804,OMOP//OMOP_CONCEPT//4159949,,True,,OMOP_CONCEPT,4159949,,Surgical procedure on soft tissue,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//826,OMOP//OMOP_CONCEPT//4108768,,True,,OMOP_CONCEPT,4108768,,Decompression laminectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//887,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//19642//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19804//18,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19841//12,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19845//20,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20004//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20106//38,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20350//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20961//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21233//12,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21239//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//8733//16,SNOMED//4085985,,False,,SNOMED,4085985,,4085985,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10468//16,SNOMED//4087925,,True,,SNOMED,4087925,,4087925,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12101//3,LOINC//3003680,,True,,LOINC,3003680,,3003680,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12109//24,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12128//17,OMOP//OMOP_CONCEPT//38003905,,False,,OMOP_CONCEPT,38003905,,Obstetrics,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//12520//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12526//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12622//4,SNOMED//4302472,,True,,SNOMED,4302472,,4302472,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12669//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//13122//5,OMOP//OMOP_CONCEPT//4127554,,True,,OMOP_CONCEPT,4127554,,Failed renal transplant,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//13131//4,OMOP//OMOP_CONCEPT//4063759,,True,,OMOP_CONCEPT,4063759,,Evacuation of intracranial extradural hematoma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//13141//5,OMOP//OMOP_CONCEPT//4301351,,True,,OMOP_CONCEPT,4301351,,Surgical procedure,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//14482//6,LOINC//3026549,,True,,LOINC,3026549,,3026549,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14486//16,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14565//75,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14565//79,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14579//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16059//23,OMOP//OMOP_CONCEPT//4116701,,True,,OMOP_CONCEPT,4116701,,Hemorrhagic,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16102//5,SNOMED//321042,,True,,SNOMED,321042,,321042,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16181//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16182//17,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16182//8,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16235//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16271//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16271//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16274//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16279//27,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16287//11,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16295//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16303//43,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16306//60,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16313//77,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16319//48,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16323//63,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16323//64,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16448//21,SNOMED//4052413,,True,,SNOMED,4052413,,4052413,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16645//12,OMOP//OMOP_CONCEPT//4298484,,True,,OMOP_CONCEPT,4298484,,Operation on oral cavity,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16646//6,OMOP//OMOP_CONCEPT//320136,,True,,OMOP_CONCEPT,320136,,Disorder of respiratory system,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16648//21,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16650//16,OMOP//OMOP_CONCEPT//3654996,,True,,OMOP_CONCEPT,3654996,,Peripheral arterial disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16653//19,OMOP//OMOP_CONCEPT//316866,,True,,OMOP_CONCEPT,316866,,Hypertensive disorder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16655//9,OMOP//OMOP_CONCEPT//132797,,True,,OMOP_CONCEPT,132797,,Sepsis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16658//14,OMOP//OMOP_CONCEPT//4286507,,True,,OMOP_CONCEPT,4286507,,Upper respiratory tract obstruction,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16660//10,OMOP//OMOP_CONCEPT//40492356,,True,,OMOP_CONCEPT,40492356,,Excision of meningioma by infratentorial approach,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16664//7,OMOP//OMOP_CONCEPT//432923,,True,,OMOP_CONCEPT,432923,,Subarachnoid hemorrhage,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16953//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16998//28,OMOP//OMOP_CONCEPT//201965,,True,,OMOP_CONCEPT,201965,,Shock,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16998//4,OMOP//OMOP_CONCEPT//321318,,True,,OMOP_CONCEPT,321318,,Angina pectoris,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16998//43,OMOP//OMOP_CONCEPT//4133004,,True,,OMOP_CONCEPT,4133004,,Deep venous thrombosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16999//13,OMOP//OMOP_CONCEPT//4029488,,True,,OMOP_CONCEPT,4029488,,Hepatic encephalopathy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16999//21,OMOP//OMOP_CONCEPT//4074815,,True,,OMOP_CONCEPT,4074815,,Inflammatory bowel disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17001//5,OMOP//OMOP_CONCEPT//134305,,True,,OMOP_CONCEPT,134305,,Acute lymphoid leukemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17003//2,OMOP//OMOP_CONCEPT//4167984,,True,,OMOP_CONCEPT,4167984,,Bacterial arthritis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17007//25,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17007//4,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17010//11,OMOP//OMOP_CONCEPT//195500,,True,,OMOP_CONCEPT,195500,,Benign neoplasm of uterus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17010//15,OMOP//OMOP_CONCEPT//198124,,True,,OMOP_CONCEPT,198124,,Kidney disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17010//24,OMOP//OMOP_CONCEPT//4116087,,True,,OMOP_CONCEPT,4116087,,Carcinoma of prostate,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17017//33,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17017//5,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17018//34,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//17019//67,OMOP//OMOP_CONCEPT//45768449,,True,,OMOP_CONCEPT,45768449,,Hypertensive crisis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17025//35,OMOP//OMOP_CONCEPT//372887,,True,,OMOP_CONCEPT,372887,,Disorder of brain,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17025//46,OMOP//OMOP_CONCEPT//4048806,,True,,OMOP_CONCEPT,4048806,,Post-anoxic coma,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17025//56,OMOP//OMOP_CONCEPT//4046365,,True,,OMOP_CONCEPT,4046365,,Subarachnoid hemorrhage due to ruptured aneurysm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17028//44,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17028//57,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17028//71,OMOP//OMOP_CONCEPT//4095850,,True,,OMOP_CONCEPT,4095850,,Spinal injury,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17029//113,OMOP//OMOP_CONCEPT//132797,,True,,OMOP_CONCEPT,132797,,Sepsis,AMSTEL,itemid_valueid,high
